price,averageRating,totalReviews,cat_harddrive,cat_flashdrive,cat_tv,cat_laptop,Topic_0,Topic_1,Topic_2,Topic_3,Topic_4,Topic_5,Topic_6,Topic_7,Topic_8,Topic_9,rating5,Label,Score
26900.0,4.0,370.0,0.04162056,0.7923787,0.105296545,0.060704123,0.054736353,0.10633879,0.058897212,0.12000469,0.04292085,0.18731214,0.09912707,0.07123467,0.051983245,0.20744495,1,1,0.8705
129000.0,4.0,3039.0,0.15274546,0.23804055,0.38643283,0.22278118,0.059010327,0.11464203,0.06349608,0.12937501,0.046272233,0.24097957,0.06782569,0.07679689,0.056042247,0.14555994,1,1,0.9188
3699000.0,4.0,62.0,0.6557555,0.037547965,0.06095572,0.24574083,0.061408017,0.11930013,0.06607603,0.13463172,0.048152354,0.21013929,0.07058156,0.079917274,0.05831934,0.15147427,1,1,0.9247
1969000.0,4.0,105.0,0.030518997,0.04756123,0.8774074,0.04451235,0.057176676,0.110264674,0.061086264,0.12442621,0.044514775,0.2318711,0.06524273,0.07387388,0.053912695,0.17763102,1,1,0.9147
129000.0,4.0,3039.0,0.15274546,0.23804055,0.38643283,0.22278118,0.059010334,0.11464205,0.06349609,0.12937503,0.04627224,0.16289635,0.10686712,0.0767969,0.056042258,0.18460162,1,1,0.9085
70000.0,3.0,46.0,0.041621223,0.7923736,0.10529988,0.060705286,0.0640083,0.12435182,0.06887398,0.14033264,0.050191335,0.17669308,0.073570296,0.08330132,0.060788836,0.15788837,1,0,0.4552
5835600.0,3.0,21.0,0.15274546,0.23804055,0.38643283,0.22278118,0.06140781,0.119299725,0.06607581,0.13463128,0.04815219,0.16951449,0.070581324,0.079917,0.09894664,0.15147376,1,1,0.7465
854000.0,4.0,32.0,0.04162326,0.79235744,0.10531038,0.06070892,0.054736875,0.1063398,0.095111534,0.15621674,0.079135306,0.15109958,0.06291384,0.107443914,0.05198374,0.13501866,0,0,0.3142
79400.0,4.0,505.0,0.15274546,0.23804055,0.38643283,0.22278118,0.051743463,0.25313908,0.09108636,0.11375685,0.040465422,0.14372881,0.059414376,0.06900529,0.0492619,0.12839843,1,1,0.821
129000.0,4.0,3039.0,0.15274546,0.23804055,0.38643283,0.22278118,0.051043343,0.09916417,0.054923475,0.11190803,0.040025022,0.17466255,0.058668535,0.16768156,0.048475984,0.19344735,1,1,0.7988
147000.0,4.0,10.0,0.030519133,0.84775716,0.07721116,0.04451259,0.049373772,0.128585,0.053126987,0.17357893,0.038715847,0.20161442,0.05674956,0.12957554,0.04689039,0.12178956,0,0,0.5388
1824000.0,4.0,1232.0,0.024092829,0.2480928,0.6926746,0.035139743,0.04781803,0.12451472,0.051452547,0.10481447,0.037497588,0.19523019,0.08657609,0.0622287,0.07705544,0.21281223,1,1,0.848
77500.0,4.0,5013.0,0.15274546,0.23804055,0.38643283,0.22278118,0.07468514,0.14686699,0.10783481,0.18785243,0.035263978,0.124142826,0.051689804,0.058526736,0.07245636,0.14068088,0,0,0.3979
50000.0,5.0,1.0,0.15274546,0.23804055,0.38643283,0.22278118,0.05474491,0.14254451,0.05890585,0.15620103,0.042929713,0.15108117,0.09914243,0.071242705,0.05199275,0.1712149,1,1,0.9988
157500.0,4.0,1405.0,0.024252726,0.87857,0.06175581,0.035421416,0.05679779,0.11034359,0.061115354,0.12452415,0.044537306,0.15678857,0.10285997,0.07391745,0.12901357,0.14010222,1,1,0.8324
89000.0,4.0,203.0,0.0654168,0.67367125,0.1655005,0.095411435,0.052835938,0.102612674,0.056844886,0.11579503,0.076391965,0.14579202,0.09567333,0.10370718,0.050174,0.20017295,1,1,0.8393
84800.0,4.0,220.0,0.04162133,0.06486396,0.105300486,0.78821427,0.05679665,0.110341385,0.061114125,0.23718935,0.04453641,0.15678546,0.06528132,0.07391597,0.05393992,0.14009942,1,0,0.4268
729999.0,4.0,15.0,0.15274546,0.23804055,0.38643283,0.22278118,0.05282615,0.1375775,0.0568418,0.18571481,0.04142299,0.18077521,0.09561826,0.068748705,0.05016912,0.13030547,1,0,0.3269
2069000.0,4.0,1577.0,0.06541626,0.101945594,0.7372277,0.095410444,0.042444035,0.11053614,0.10183269,0.2053368,0.033281982,0.11716548,0.16108355,0.05523727,0.068386026,0.10469604,1,0,0.5745
1450000.0,4.0,134.0,0.024093743,0.03773753,0.90302736,0.035141353,0.059010327,0.11464203,0.06349608,0.12937501,0.046272233,0.20193805,0.10686722,0.07679689,0.056042247,0.14555994,1,1,0.8996
1940000.0,4.0,125.0,0.041620545,0.064862035,0.83281326,0.060704097,0.056793112,0.14790902,0.061110318,0.124513954,0.044533633,0.19434966,0.06527725,0.11148577,0.053936552,0.14009076,1,1,0.9022
189000.0,4.0,1533.0,0.15274546,0.23804055,0.38643283,0.22278118,0.061407797,0.11929971,0.066075794,0.13463126,0.08877977,0.16951446,0.07058131,0.07991699,0.058319133,0.15147375,1,1,0.9386
49000.0,4.0,115.0,0.25367647,0.71505773,0.019853653,0.011412084,0.084808946,0.1666926,0.05492033,0.11190167,0.073783636,0.17466052,0.058665186,0.066424735,0.04847321,0.15966915,1,1,0.8124
44444.0,4.0,2744.0,0.15274546,0.23804055,0.38643283,0.22278118,0.09807125,0.11464592,0.063501,0.1293481,0.046278365,0.16288257,0.06782727,0.07681552,0.056064263,0.18456575,1,1,0.8675
26900.0,4.0,233.0,0.04162056,0.7923787,0.105296545,0.060704123,0.09434045,0.11033793,0.0611122,0.12451775,0.044535004,0.15678054,0.06527926,0.11148921,0.053938214,0.17766942,1,0,0.3277
959000.0,4.0,3.0,0.2685241,0.04823769,0.07758473,0.60565346,0.061407894,0.119299896,0.0660759,0.17525761,0.048152257,0.16951473,0.07058142,0.07991711,0.058319222,0.15147398,0,0,0.568
72250.0,4.0,240.0,0.065416306,0.67367536,0.16549781,0.09541053,0.051039938,0.16669317,0.05491981,0.14566877,0.04002235,0.14089428,0.09243287,0.1001885,0.04847275,0.15966754,1,1,0.7345
34999.0,3.0,19.0,0.15274546,0.23804055,0.38643283,0.22278118,0.056793157,0.110334635,0.06111037,0.12451405,0.08210795,0.19435047,0.0652773,0.11148459,0.053936597,0.14009087,0,0,0.4598
3299000.0,4.0,4340.0,0.01990218,0.031015988,0.9200542,0.029027639,0.1415672,0.10195882,0.06792238,0.11286539,0.056638163,0.15986766,0.07092126,0.05095248,0.037188523,0.2001181,1,1,0.8109
63250.0,4.0,117.0,0.06541663,0.101947084,0.7372251,0.09541115,0.059010506,0.114642374,0.06349628,0.1293754,0.04627238,0.1628968,0.0678259,0.115838565,0.05604242,0.18459937,1,1,0.8608
2529000.0,4.0,1155.0,0.041620806,0.06486268,0.83281195,0.06070456,0.051040806,0.13292749,0.054920748,0.11190251,0.07379112,0.17465417,0.05866563,0.13395417,0.08224174,0.12590162,1,1,0.8848
1824000.0,4.0,1232.0,0.024092829,0.2480928,0.6926746,0.035139743,0.056793083,0.11033449,0.09868445,0.124513894,0.04453361,0.15677568,0.14042622,0.07391133,0.053936526,0.14009069,0,0,0.466
77500.0,4.0,5013.0,0.15274546,0.23804055,0.38643283,0.22278118,0.046344988,0.09003651,0.080529064,0.13226551,0.036340866,0.25058252,0.145254,0.060314037,0.044013947,0.11431853,1,0,0.3015
2699000.0,4.0,830.0,0.024092937,0.03754697,0.90322024,0.03513993,0.05498211,0.14350243,0.059158094,0.12053975,0.043109316,0.15184374,0.10026716,0.07155471,0.052214354,0.20282832,1,1,0.8883
3749000.0,4.0,1227.0,0.019902198,0.20489056,0.7461795,0.029027676,0.052823726,0.102623045,0.091787376,0.11581142,0.076368965,0.14581837,0.0956633,0.1036892,0.05016682,0.1652478,1,1,0.8446
157500.0,4.0,1405.0,0.024252726,0.87857,0.06175581,0.035421416,0.052823458,0.102622524,0.09178691,0.115810834,0.041420877,0.2157138,0.060714584,0.0687452,0.050166562,0.20019525,1,1,0.9208
29000.0,5.0,1.0,0.041621603,0.79237044,0.10530198,0.06070591,0.05901033,0.11464204,0.06349608,0.16841647,0.046272237,0.20193806,0.0678257,0.07679689,0.056042254,0.14555995,1,1,0.9986
54000.0,4.0,12.0,0.15274546,0.23804055,0.38643283,0.22278118,0.0640083,0.12435182,0.06887398,0.14033264,0.050191335,0.17669308,0.073570296,0.08330132,0.060788836,0.15788837,1,1,0.8136
2069000.0,4.0,1577.0,0.06541626,0.101945594,0.7372277,0.095410444,0.111073375,0.12450964,0.11469887,0.10482364,0.037491206,0.22688124,0.054954484,0.062223226,0.045407176,0.11793716,0,0,0.5161
55500.0,3.0,6.0,0.065416425,0.67367435,0.1654985,0.09541075,0.0640083,0.12435182,0.06887398,0.14033264,0.050191335,0.17669308,0.073570296,0.08330132,0.060788836,0.15788837,1,0,0.4004
2529000.0,4.0,1155.0,0.041620806,0.06486268,0.83281195,0.06070456,0.08777462,0.10262595,0.05684082,0.1158147,0.041422274,0.2506527,0.060716625,0.06874751,0.08510157,0.13030322,1,1,0.921
77500.0,4.0,5013.0,0.15274546,0.23804055,0.38643283,0.22278118,0.061407782,0.11929968,0.06607578,0.13463122,0.04815217,0.21014227,0.070581295,0.07991697,0.058319118,0.1514737,1,1,0.8877
66666.0,4.0,918.0,0.15274546,0.23804055,0.38643283,0.22278118,0.056793083,0.14790884,0.061110288,0.124513894,0.04453361,0.23192452,0.06527722,0.07391133,0.053936526,0.14009069,1,1,0.9177
279000.0,4.0,287.0,0.016953498,0.7673365,0.042891882,0.17281806,0.13251042,0.09464316,0.087189145,0.07967331,0.052501723,0.17244577,0.13755567,0.07125144,0.034512762,0.13771656,1,1,0.7509
44444.0,4.0,2744.0,0.15274546,0.23804055,0.38643283,0.22278118,0.059010617,0.1146426,0.06349639,0.12937564,0.046272464,0.16289711,0.067826025,0.15487601,0.056042526,0.14556065,1,1,0.7851
3949000.0,4.0,239.0,0.15274546,0.23804055,0.38643283,0.22278118,0.059010603,0.11464257,0.06349638,0.12937562,0.046272453,0.24097596,0.06782601,0.07679725,0.05604251,0.14556062,1,1,0.8843
33111.0,3.0,85.0,0.15274546,0.23804055,0.38643283,0.22278118,0.08204206,0.09592347,0.085793614,0.14091186,0.038716994,0.13629887,0.056751236,0.06425763,0.046891775,0.25241253,0,0,0.656
1220000.0,4.0,59.0,0.75407416,0.026552983,0.19457793,0.02479494,0.054736473,0.106339015,0.058897343,0.120004945,0.04292094,0.2597406,0.06291338,0.07123483,0.08819481,0.13501768,1,1,0.8654
1231000.0,5.0,3.0,0.06541831,0.6736588,0.16550876,0.095414184,0.051044162,0.09916576,0.088694476,0.14560775,0.07379599,0.174677,0.09243303,0.0664296,0.08224238,0.12590984,1,1,0.9985
855000.0,4.0,34.0,0.019902874,0.031017652,0.92005056,0.029028874,0.061407782,0.11929968,0.06607578,0.13463122,0.04815217,0.16951443,0.070581295,0.07991697,0.058319118,0.19210155,1,1,0.9149
129000.0,4.0,3039.0,0.15274546,0.23804055,0.38643283,0.22278118,0.0510397,0.09915713,0.054919556,0.17943558,0.040022165,0.24219808,0.05866436,0.066423796,0.048472524,0.15966712,1,1,0.8221
69000.0,4.0,297.0,0.5647729,0.31349614,0.077216454,0.04451447,0.054736424,0.106338926,0.09511094,0.12000485,0.042920906,0.15109833,0.06291332,0.07123477,0.05198331,0.2436582,0,1,0.8606
1185000.0,4.0,15.0,0.7493648,0.18280174,0.043049958,0.02478353,0.08708002,0.13524038,0.12476844,0.11399364,0.043800212,0.17763525,0.059915427,0.07489293,0.05415435,0.12851934,1,0,0.3733
5499000.0,4.0,994.0,0.024092963,0.037547033,0.90322,0.035139974,0.059010495,0.11464235,0.06349626,0.12937537,0.08531125,0.16289677,0.06782588,0.076797105,0.056042407,0.18460213,1,1,0.9159
5499000.0,4.0,994.0,0.024092963,0.037547033,0.90322,0.035139974,0.059020333,0.1146379,0.06350616,0.1293627,0.046282597,0.16287695,0.067832544,0.07680628,0.05605333,0.22362125,1,1,0.9144
54000.0,4.0,12.0,0.15274546,0.23804055,0.38643283,0.22278118,0.0640083,0.12435182,0.06887398,0.14033264,0.050191335,0.17669308,0.073570296,0.08330132,0.060788836,0.15788837,0,1,0.8136
49000.0,2.0,35.0,0.769136,0.0648624,0.1052972,0.060704358,0.052823916,0.13757174,0.0568394,0.11581183,0.04142124,0.1458189,0.060715113,0.0687458,0.050166998,0.2700851,0,0,0.7198
39000.0,4.0,4.0,0.024094572,0.8798009,0.06096173,0.035142798,0.05282352,0.102622636,0.056838974,0.11581097,0.04142092,0.1458178,0.06071466,0.10369136,0.050166626,0.2700925,1,0,0.3345
44000.0,4.0,1244.0,0.15274546,0.23804055,0.38643283,0.22278118,0.061407935,0.11929998,0.06607595,0.17525698,0.04815229,0.16951485,0.07058147,0.07991717,0.058319263,0.15147409,0,1,0.8096
4099000.0,4.0,49.0,0.15274546,0.23804055,0.38643283,0.22278118,0.0640083,0.12435182,0.06887398,0.14033264,0.050191335,0.17669308,0.073570296,0.08330132,0.060788836,0.15788837,1,1,0.8453
701000.0,4.0,11.0,0.15815184,0.6746998,0.03311717,0.13403119,0.052824512,0.10262456,0.09178884,0.11581313,0.041421704,0.18074928,0.060715795,0.10369532,0.050167568,0.20019926,1,1,0.8322
1899000.0,4.0,9631.0,0.0199022,0.20489053,0.7461795,0.029027676,0.12713869,0.10634355,0.05889987,0.12001006,0.042922787,0.1511049,0.06291607,0.10744086,0.088199794,0.13502343,0,0,0.431
3749000.0,4.0,1227.0,0.019902198,0.20489056,0.7461795,0.029027676,0.04244627,0.2509247,0.07375703,0.14919673,0.03328502,0.14522092,0.07686196,0.055238314,0.040312126,0.13275692,1,1,0.7861
1899000.0,4.0,9631.0,0.0199022,0.20489053,0.7461795,0.029027676,0.04782103,0.15612909,0.08310241,0.10479871,0.13247792,0.16353366,0.05495878,0.062230248,0.045417782,0.14953035,1,1,0.9755
69000.0,4.0,505.0,0.15274546,0.23804055,0.38643283,0.22278118,0.061407797,0.11929971,0.066075794,0.13463126,0.08877977,0.16951446,0.07058131,0.07991699,0.058319133,0.15147375,1,1,0.9388
2069000.0,4.0,1577.0,0.06541626,0.101945594,0.7372277,0.095410444,0.040204946,0.13099359,0.09647089,0.19445886,0.03152854,0.16411595,0.04620672,0.078918785,0.064788796,0.15231292,0,0,0.4304
61000.0,4.0,264.0,0.06541967,0.67364746,0.1655162,0.09541669,0.056793183,0.11033468,0.0611104,0.1245141,0.044533685,0.1943508,0.06527734,0.11148371,0.053936623,0.17766549,1,1,0.8345
769500.0,4.0,12.0,0.7493645,0.182802,0.043049958,0.02478353,0.054745287,0.14255059,0.058906242,0.11999484,0.04293001,0.223505,0.06291951,0.07124318,0.051993083,0.17121229,0,0,0.3379
65000.0,3.0,5.0,0.041622646,0.7923623,0.105307214,0.060707822,0.04018533,0.10464914,0.09641351,0.16785385,0.03151084,0.21727705,0.04618848,0.0788813,0.06474943,0.15229113,0,0,0.6557
52500.0,3.0,28.0,0.065416306,0.6736753,0.16549782,0.09541054,0.08203761,0.09591965,0.08579175,0.10824655,0.03871544,0.2016147,0.056748964,0.06425506,0.07955115,0.18711914,1,0,0.3576
795000.0,4.0,16.0,0.45270726,0.274853,0.050857373,0.22158235,0.0640083,0.12435182,0.06887398,0.14033264,0.050191335,0.17669308,0.073570296,0.08330132,0.060788836,0.15788837,1,1,0.8319
129000.0,4.0,3039.0,0.15274546,0.23804055,0.38643283,0.22278118,0.061407886,0.11929988,0.0660759,0.13463145,0.048152253,0.16951472,0.070581414,0.0799171,0.05831922,0.19210014,1,1,0.9164
3299000.0,4.0,4340.0,0.01990218,0.031015988,0.9200542,0.029027639,0.0592477,0.16574442,0.0543325,0.1334409,0.039598778,0.13933453,0.12484712,0.099119715,0.04795709,0.13637727,1,1,0.8215
60000.0,3.0,103.0,0.44573638,0.037553508,0.48156542,0.03514469,0.054736808,0.10633966,0.058897704,0.22864592,0.042921204,0.15109938,0.06291376,0.07123526,0.051983677,0.17122664,0,0,0.7616
129000.0,4.0,3039.0,0.15274546,0.23804055,0.38643283,0.22278118,0.056793198,0.1103347,0.06111041,0.12451413,0.0445337,0.15677598,0.06527735,0.07391148,0.16665812,0.14009096,1,1,0.8368
85000.0,3.0,17.0,0.06541713,0.101948105,0.73722273,0.09541206,0.07255878,0.08483672,0.07584786,0.15351905,0.034242116,0.20721962,0.079083085,0.11461329,0.041472066,0.13660744,0,0,0.5829
80000.0,5.0,12.0,0.06541656,0.6736731,0.1654993,0.095411,0.056793395,0.110335104,0.061110627,0.16208905,0.044533856,0.19435146,0.06527758,0.07391174,0.053936824,0.17766035,1,1,0.9986
1899000.0,4.0,9631.0,0.0199022,0.20489053,0.7461795,0.029027676,0.0853593,0.09908616,0.05488913,0.111892596,0.040002137,0.27575013,0.058628906,0.06638809,0.08220207,0.12580146,1,1,0.8821
69000.0,4.0,505.0,0.15274546,0.23804055,0.38643283,0.22278118,0.059012797,0.11464681,0.063498735,0.12938039,0.046274178,0.20194212,0.06782853,0.07680009,0.056044597,0.18457176,1,1,0.909
67000.0,4.0,27.0,0.15274546,0.23804055,0.38643283,0.22278118,0.05104025,0.1666917,0.054920144,0.1119013,0.040022597,0.14089514,0.05866499,0.06642452,0.08223379,0.22720554,1,1,0.8336
57500.0,1.0,4.0,0.06541631,0.6736753,0.16549784,0.09541054,0.05843952,0.11346115,0.04505655,0.19196981,0.0502125,0.14369659,0.086097226,0.0927529,0.086326,0.1319877,0,0,0.9362
51282.0,4.0,13.0,0.04162748,0.79232395,0.10533208,0.060716443,0.061407793,0.1192997,0.066075794,0.13463125,0.04815218,0.21014214,0.07058131,0.079916984,0.05831913,0.15147373,1,1,0.8343
